ticker,status,cik,full_text_path,risk_factors_path,mda_path
LU,cached,,data/raw/s1_filings/LU_2020-10-30.txt,data/raw/s1_filings/LU_2020-10-30_risk_factors.txt,data/raw/s1_filings/LU_2020-10-30_mda.txt
NBA,cik_not_found,,,,
SQZB,cik_not_found,,,,
ALGM,cached,,data/raw/s1_filings/ALGM_2020-10-29.txt,data/raw/s1_filings/ALGM_2020-10-29_risk_factors.txt,data/raw/s1_filings/ALGM_2020-10-29_mda.txt
DMRA,cached,,data/raw/s1_filings/DMRA_2020-10-29.txt,data/raw/s1_filings/DMRA_2020-10-29_risk_factors.txt,data/raw/s1_filings/DMRA_2020-10-29_mda.txt
DSAC,no_filing,0002082149,,,
LESL,cached,,data/raw/s1_filings/LESL_2020-10-29.txt,data/raw/s1_filings/LESL_2020-10-29_risk_factors.txt,data/raw/s1_filings/LESL_2020-10-29_mda.txt
ABST,cik_not_found,,,,
ACIC,cached,,data/raw/s1_filings/ACIC_2020-10-28.txt,data/raw/s1_filings/ACIC_2020-10-28_risk_factors.txt,data/raw/s1_filings/ACIC_2020-10-28_mda.txt
AJAX,cik_not_found,,,,
BDSX,cached,,data/raw/s1_filings/BDSX_2020-10-28.txt,data/raw/s1_filings/BDSX_2020-10-28_risk_factors.txt,data/raw/s1_filings/BDSX_2020-10-28_mda.txt
BOAC,cik_not_found,,,,
GATO,cik_not_found,,,,
MAX,cached,,data/raw/s1_filings/MAX_2020-10-28.txt,data/raw/s1_filings/MAX_2020-10-28_risk_factors.txt,data/raw/s1_filings/MAX_2020-10-28_mda.txt
ROOT,cached,,data/raw/s1_filings/ROOT_2020-10-28.txt,data/raw/s1_filings/ROOT_2020-10-28_risk_factors.txt,data/raw/s1_filings/ROOT_2020-10-28_mda.txt
LUXA,cik_not_found,,,,
MACU,cik_not_found,,,,
ACAC,cik_not_found,,,,
ATAC,cik_not_found,,,,
EUCR,cik_not_found,,,,
FHTX,cached,,data/raw/s1_filings/FHTX_2020-10-23.txt,data/raw/s1_filings/FHTX_2020-10-23_risk_factors.txt,data/raw/s1_filings/FHTX_2020-10-23_mda.txt
ABCM,cik_not_found,,,,
BLSA,cik_not_found,,,,
CTAC,cik_not_found,,,,
GHLD,cik_not_found,,,,
MCFE,cik_not_found,,,,
RICE,cik_not_found,,,,
TEKK,cik_not_found,,,,
YSAC,cik_not_found,,,,
HIGA,cik_not_found,,,,
LFTR,cik_not_found,,,,
MSP,cik_not_found,,,,
SPNV,cik_not_found,,,,
SRSA,cik_not_found,,,,
XPOA,cik_not_found,,,,
YGMZ,cik_not_found,,,,
DCRB,cik_not_found,,,,
GWAC,cik_not_found,,,,
HLXA,cik_not_found,,,,
HZON,cik_not_found,,,,
ALGS,cached,,data/raw/s1_filings/ALGS_2020-10-16.txt,data/raw/s1_filings/ALGS_2020-10-16_risk_factors.txt,data/raw/s1_filings/ALGS_2020-10-16_mda.txt
BTWN,cik_not_found,,,,
EAR,cik_not_found,,,,
KRBP,cik_not_found,,,,
OPT,cik_not_found,,,,
PRAX,cached,,data/raw/s1_filings/PRAX_2020-10-16.txt,data/raw/s1_filings/PRAX_2020-10-16_risk_factors.txt,data/raw/s1_filings/PRAX_2020-10-16_mda.txt
TARS,cached,,data/raw/s1_filings/TARS_2020-10-16.txt,data/raw/s1_filings/TARS_2020-10-16_risk_factors.txt,data/raw/s1_filings/TARS_2020-10-16_mda.txt
TMPM,cik_not_found,,,,
ARRY,cached,,data/raw/s1_filings/ARRY_2020-10-15.txt,data/raw/s1_filings/ARRY_2020-10-15_risk_factors.txt,data/raw/s1_filings/ARRY_2020-10-15_mda.txt
EBC,cached,,data/raw/s1_filings/EBC_2020-10-15.txt,data/raw/s1_filings/EBC_2020-10-15_risk_factors.txt,data/raw/s1_filings/EBC_2020-10-15_mda.txt
MNSO,cached,,data/raw/s1_filings/MNSO_2020-10-15.txt,data/raw/s1_filings/MNSO_2020-10-15_risk_factors.txt,data/raw/s1_filings/MNSO_2020-10-15_mda.txt
MOTN,cik_not_found,,,,
TMTS,no_filing,0002097364,,,
CDAKQ,cik_not_found,,,,
FVAM,cik_not_found,,,,
IH,cached,,data/raw/s1_filings/IH_2020-10-09.txt,data/raw/s1_filings/IH_2020-10-09_risk_factors.txt,data/raw/s1_filings/IH_2020-10-09_mda.txt
INTZ,cached,,data/raw/s1_filings/INTZ_2020-10-09.txt,data/raw/s1_filings/INTZ_2020-10-09_risk_factors.txt,data/raw/s1_filings/INTZ_2020-10-09_mda.txt
IPOD,no_filing,0002041047,,,
IPOE,cik_not_found,,,,
IPOF,cik_not_found,,,,
KRON,cik_not_found,,,,
LCY,cik_not_found,,,,
SPRB,cached,,data/raw/s1_filings/SPRB_2020-10-09.txt,data/raw/s1_filings/SPRB_2020-10-09_risk_factors.txt,data/raw/s1_filings/SPRB_2020-10-09_mda.txt
STTK,cached,,data/raw/s1_filings/STTK_2020-10-09.txt,data/raw/s1_filings/STTK_2020-10-09_risk_factors.txt,data/raw/s1_filings/STTK_2020-10-09_mda.txt
ELUT,cached,,data/raw/s1_filings/ELUT_2020-10-08.txt,data/raw/s1_filings/ELUT_2020-10-08_risk_factors.txt,data/raw/s1_filings/ELUT_2020-10-08_mda.txt
FUBO,cached,,data/raw/s1_filings/FUBO_2020-10-08.txt,data/raw/s1_filings/FUBO_2020-10-08_risk_factors.txt,data/raw/s1_filings/FUBO_2020-10-08_mda.txt
PAIC,cik_not_found,,,,
EMPW,cik_not_found,,,,
MAAC,cik_not_found,,,,
NGAC,cik_not_found,,,,
PACE,cik_not_found,,,,
SQFT,no_filing,0001080657,,,
TPGY,cik_not_found,,,,
FMAC,no_filing,0002099232,,,
APSG,cik_not_found,,,,
ASAQ,cik_not_found,,,,
ASO,cached,,data/raw/s1_filings/ASO_2020-10-02.txt,data/raw/s1_filings/ASO_2020-10-02_risk_factors.txt,data/raw/s1_filings/ASO_2020-10-02_mda.txt
AVAN,cik_not_found,,,,
CCCC,cached,,data/raw/s1_filings/CCCC_2020-10-02.txt,data/raw/s1_filings/CCCC_2020-10-02_risk_factors.txt,data/raw/s1_filings/CCCC_2020-10-02_mda.txt
IACA,cik_not_found,,,,
IMNM,cached,,data/raw/s1_filings/IMNM_2020-10-02.txt,data/raw/s1_filings/IMNM_2020-10-02_risk_factors.txt,data/raw/s1_filings/IMNM_2020-10-02_mda.txt
ONCR,cik_not_found,,,,
SEAH,no_filing,0002075786,,,
VGAC,cik_not_found,,,,
VYGG,cik_not_found,,,,
AGC,cik_not_found,,,,
AVO,cached,,data/raw/s1_filings/AVO_2020-10-01.txt,data/raw/s1_filings/AVO_2020-10-01_risk_factors.txt,data/raw/s1_filings/AVO_2020-10-01_mda.txt
IGAC,no_filing,0002075068,,,
IMPX,cik_not_found,,,,
LUNG,cached,,data/raw/s1_filings/LUNG_2020-10-01.txt,data/raw/s1_filings/LUNG_2020-10-01_risk_factors.txt,data/raw/s1_filings/LUNG_2020-10-01_mda.txt
LXEH,cached,,data/raw/s1_filings/LXEH_2020-10-01.txt,data/raw/s1_filings/LXEH_2020-10-01_risk_factors.txt,data/raw/s1_filings/LXEH_2020-10-01_mda.txt
RCHG,cik_not_found,,,,
THRY,cached,,data/raw/s1_filings/THRY_2020-10-01.txt,data/raw/s1_filings/THRY_2020-10-01_risk_factors.txt,data/raw/s1_filings/THRY_2020-10-01_mda.txt
ASAN,cached,,data/raw/s1_filings/ASAN_2020-09-30.txt,data/raw/s1_filings/ASAN_2020-09-30_risk_factors.txt,data/raw/s1_filings/ASAN_2020-09-30_mda.txt
BQ,cached,,data/raw/s1_filings/BQ_2020-09-30.txt,data/raw/s1_filings/BQ_2020-09-30_risk_factors.txt,data/raw/s1_filings/BQ_2020-09-30_mda.txt
CD,cached,,data/raw/s1_filings/CD_2020-09-30.txt,data/raw/s1_filings/CD_2020-09-30_risk_factors.txt,data/raw/s1_filings/CD_2020-09-30_mda.txt
CLII,cik_not_found,,,,
FGNA,cik_not_found,,,,
PLTR,cached,,data/raw/s1_filings/PLTR_2020-09-30.txt,data/raw/s1_filings/PLTR_2020-09-30_risk_factors.txt,data/raw/s1_filings/PLTR_2020-09-30_mda.txt
QELL,cik_not_found,,,,
VSPR,cik_not_found,,,,
YALA,cached,,data/raw/s1_filings/YALA_2020-09-30.txt,data/raw/s1_filings/YALA_2020-09-30_risk_factors.txt,data/raw/s1_filings/YALA_2020-09-30_mda.txt
ORPHY,cik_not_found,,,,
AMST,cached,,data/raw/s1_filings/AMST_2020-09-25.txt,data/raw/s1_filings/AMST_2020-09-25_risk_factors.txt,data/raw/s1_filings/AMST_2020-09-25_mda.txt
FTIV,cik_not_found,,,,
GLSI,cached,,data/raw/s1_filings/GLSI_2020-09-25.txt,data/raw/s1_filings/GLSI_2020-09-25_risk_factors.txt,data/raw/s1_filings/GLSI_2020-09-25_mda.txt
GRAY,no_filing,0002073548,,,
PMVP,cached,,data/raw/s1_filings/PMVP_2020-09-25.txt,data/raw/s1_filings/PMVP_2020-09-25_risk_factors.txt,data/raw/s1_filings/PMVP_2020-09-25_mda.txt
PRLD,cached,,data/raw/s1_filings/PRLD_2020-09-25.txt,data/raw/s1_filings/PRLD_2020-09-25_risk_factors.txt,data/raw/s1_filings/PRLD_2020-09-25_mda.txt
SYTA,cik_not_found,,,,
VACQ,cik_not_found,,,,
VIAOY,cik_not_found,,,,
PDAC,cik_not_found,,,,
TSHA,cached,,data/raw/s1_filings/TSHA_2020-09-24.txt,data/raw/s1_filings/TSHA_2020-09-24_risk_factors.txt,data/raw/s1_filings/TSHA_2020-09-24_mda.txt
ACTC,cik_not_found,,,,
ASPL,cik_not_found,,,,
BSY,cached,,data/raw/s1_filings/BSY_2020-09-23.txt,data/raw/s1_filings/BSY_2020-09-23_risk_factors.txt,data/raw/s1_filings/BSY_2020-09-23_mda.txt
CRSR,cached,,data/raw/s1_filings/CRSR_2020-09-23.txt,data/raw/s1_filings/CRSR_2020-09-23_risk_factors.txt,data/raw/s1_filings/CRSR_2020-09-23_mda.txt
GDRX,cached,,data/raw/s1_filings/GDRX_2020-09-23.txt,data/raw/s1_filings/GDRX_2020-09-23_risk_factors.txt,data/raw/s1_filings/GDRX_2020-09-23_mda.txt
LSF,cached,,data/raw/s1_filings/LSF_2020-09-23.txt,data/raw/s1_filings/LSF_2020-09-23_risk_factors.txt,data/raw/s1_filings/LSF_2020-09-23_mda.txt
VIH,cik_not_found,,,,
FCAC,cik_not_found,,,,
PMVC,cached,,data/raw/s1_filings/PMVC_2020-09-22.txt,data/raw/s1_filings/PMVC_2020-09-22_risk_factors.txt,data/raw/s1_filings/PMVC_2020-09-22_mda.txt
AHAC,cik_not_found,,,,
CMPS,cached,,data/raw/s1_filings/CMPS_2020-09-18.txt,data/raw/s1_filings/CMPS_2020-09-18_risk_factors.txt,data/raw/s1_filings/CMPS_2020-09-18_mda.txt
LONA,cached,,data/raw/s1_filings/LONA_2020-09-18.txt,data/raw/s1_filings/LONA_2020-09-18_risk_factors.txt,data/raw/s1_filings/LONA_2020-09-18_mda.txt
NMMC,cik_not_found,,,,
U,download_error: 404 Client Error: Not Found for url: https://www.sec.gov/Archives/edgar/data/1810806/000119312520246641/d908875ds1a.htm,0001810806,,,
VTRU,cik_not_found,,,,
AMWL,cached,,data/raw/s1_filings/AMWL_2020-09-17.txt,data/raw/s1_filings/AMWL_2020-09-17_risk_factors.txt,data/raw/s1_filings/AMWL_2020-09-17_mda.txt
BNL,no_filing,0001424182,,,
DYN,cached,,data/raw/s1_filings/DYN_2020-09-17.txt,data/raw/s1_filings/DYN_2020-09-17_risk_factors.txt,data/raw/s1_filings/DYN_2020-09-17_mda.txt
OACB,cik_not_found,,,,
PTVE,cik_not_found,,,,
RTP,cik_not_found,,,,
STWO,cik_not_found,,,,
SUMO,cik_not_found,,,,
ENPC,cik_not_found,,,,
EQD,cik_not_found,,,,
FROG,cached,,data/raw/s1_filings/FROG_2020-09-16.txt,data/raw/s1_filings/FROG_2020-09-16_risk_factors.txt,data/raw/s1_filings/FROG_2020-09-16_mda.txt
MTCR,cik_not_found,,,,
SNOW,no_filing,0001640147,,,
STEP,cached,,data/raw/s1_filings/STEP_2020-09-16.txt,data/raw/s1_filings/STEP_2020-09-16_risk_factors.txt,data/raw/s1_filings/STEP_2020-09-16_mda.txt
OM,cached,,data/raw/s1_filings/OM_2020-09-15.txt,data/raw/s1_filings/OM_2020-09-15_risk_factors.txt,data/raw/s1_filings/OM_2020-09-15_mda.txt
SAII,cik_not_found,,,,
SBG,cik_not_found,,,,
BSN,cik_not_found,,,,
LEAP,cik_not_found,,,,
LSPD,no_filing,0001823306,,,
SNPR,cik_not_found,,,,
TWCT,cik_not_found,,,,
NSH,cik_not_found,,,,
PIAI,cik_not_found,,,,
SVAC,no_filing,0002074850,,,
CRHC,cik_not_found,,,,
ITAC,cik_not_found,,,,
HEC,cik_not_found,,,,
CAPA,cik_not_found,,,,
TWND,cik_not_found,,,,
BCTG,cik_not_found,,,,
INAQ,cik_not_found,,,,
CMLF,cik_not_found,,,,
PRFX,cached,,data/raw/s1_filings/PRFX_2020-09-01.txt,data/raw/s1_filings/PRFX_2020-09-01_risk_factors.txt,data/raw/s1_filings/PRFX_2020-09-01_mda.txt
AUVIQ,cik_not_found,,,,
GP,cached,,data/raw/s1_filings/GP_2020-08-28.txt,data/raw/s1_filings/GP_2020-08-28_risk_factors.txt,data/raw/s1_filings/GP_2020-08-28_mda.txt
HCDIQ,cik_not_found,,,,
BTAQ,cik_not_found,,,,
CFII,cik_not_found,,,,
XPEV,cached,,data/raw/s1_filings/XPEV_2020-08-27.txt,data/raw/s1_filings/XPEV_2020-08-27_risk_factors.txt,data/raw/s1_filings/XPEV_2020-08-27_mda.txt
FTOC,cik_not_found,,,,
CLA,cik_not_found,,,,
FST,cik_not_found,,,,
HZAC,cik_not_found,,,,
KYMR,cached,,data/raw/s1_filings/KYMR_2020-08-21.txt,data/raw/s1_filings/KYMR_2020-08-21_risk_factors.txt,data/raw/s1_filings/KYMR_2020-08-21_mda.txt
NNOX,cached,,data/raw/s1_filings/NNOX_2020-08-21.txt,data/raw/s1_filings/NNOX_2020-08-21_risk_factors.txt,data/raw/s1_filings/NNOX_2020-08-21_mda.txt
BFT,cik_not_found,,,,
HRMY,cached,,data/raw/s1_filings/HRMY_2020-08-19.txt,data/raw/s1_filings/HRMY_2020-08-19_risk_factors.txt,data/raw/s1_filings/HRMY_2020-08-19_mda.txt
INBX,no_filing,0002007919,,,
AONE,cik_not_found,,,,
FIII,cik_not_found,,,,
NGA,cik_not_found,,,,
STPK,cik_not_found,,,,
CVAC,cik_not_found,,,,
DCT,cik_not_found,,,,
DGNR,cik_not_found,,,,
DMYD,cik_not_found,,,,
LCAP,cik_not_found,,,,
BEKE,cached,,data/raw/s1_filings/BEKE_2020-08-13.txt,data/raw/s1_filings/BEKE_2020-08-13_risk_factors.txt,data/raw/s1_filings/BEKE_2020-08-13_mda.txt
NTST,no_filing,0001798100,,,
RBAC,cik_not_found,,,,
FAII,cik_not_found,,,,
FSDC,cik_not_found,,,,
KBNT,cik_not_found,,,,
ARYA,cik_not_found,,,,
CMPI,cik_not_found,,,,
FRLN,cik_not_found,,,,
IBEX,cached,,data/raw/s1_filings/IBEX_2020-08-07.txt,data/raw/s1_filings/IBEX_2020-08-07_risk_factors.txt,data/raw/s1_filings/IBEX_2020-08-07_mda.txt
VMAC,cik_not_found,,,,
AFIB,cik_not_found,,,,
GRSV,cik_not_found,,,,
KSMT,cik_not_found,,,,
OSH,cik_not_found,,,,
RKT,cached,,data/raw/s1_filings/RKT_2020-08-06.txt,data/raw/s1_filings/RKT_2020-08-06_risk_factors.txt,data/raw/s1_filings/RKT_2020-08-06_mda.txt
BOWX,cik_not_found,,,,
CMRC,cached,,data/raw/s1_filings/CMRC_2020-08-05.txt,data/raw/s1_filings/CMRC_2020-08-05_risk_factors.txt,data/raw/s1_filings/CMRC_2020-08-05_mda.txt
GOAC,cik_not_found,,,,
HOL,cik_not_found,,,,
RXT,cached,,data/raw/s1_filings/RXT_2020-08-05.txt,data/raw/s1_filings/RXT_2020-08-05_risk_factors.txt,data/raw/s1_filings/RXT_2020-08-05_mda.txt
HSAQ,cik_not_found,,,,
YAC,cik_not_found,,,,
ETAC,cik_not_found,,,,
FTHM,cached,,data/raw/s1_filings/FTHM_2020-07-31.txt,data/raw/s1_filings/FTHM_2020-07-31_risk_factors.txt,data/raw/s1_filings/FTHM_2020-07-31_mda.txt
NHIC,no_filing,0002043699,,,
POLCQ,cik_not_found,,,,
PRPB,cik_not_found,,,,
VITL,cached,,data/raw/s1_filings/VITL_2020-07-31.txt,data/raw/s1_filings/VITL_2020-07-31_risk_factors.txt,data/raw/s1_filings/VITL_2020-07-31_mda.txt
VSTA,cik_not_found,,,,
ALVR,cik_not_found,,,,
CCIV,cik_not_found,,,,
LI,cached,,data/raw/s1_filings/LI_2020-07-30.txt,data/raw/s1_filings/LI_2020-07-30_risk_factors.txt,data/raw/s1_filings/LI_2020-07-30_mda.txt
VERX,cached,,data/raw/s1_filings/VERX_2020-07-29.txt,data/raw/s1_filings/VERX_2020-07-29_risk_factors.txt,data/raw/s1_filings/VERX_2020-07-29_mda.txt
ACEV,cik_not_found,,,,
ACND,cik_not_found,,,,
ANNX,cached,,data/raw/s1_filings/ANNX_2020-07-24.txt,data/raw/s1_filings/ANNX_2020-07-24_risk_factors.txt,data/raw/s1_filings/ANNX_2020-07-24_mda.txt
GRCY,cik_not_found,,,,
INZY,cik_not_found,,,,
ITOS,cik_not_found,,,,
NRIX,cached,,data/raw/s1_filings/NRIX_2020-07-24.txt,data/raw/s1_filings/NRIX_2020-07-24_risk_factors.txt,data/raw/s1_filings/NRIX_2020-07-24_mda.txt
EDTK,cached,,data/raw/s1_filings/EDTK_2020-07-23.txt,data/raw/s1_filings/EDTK_2020-07-23_risk_factors.txt,data/raw/s1_filings/EDTK_2020-07-23_mda.txt
ERES,cik_not_found,,,,
MEG,cached,,data/raw/s1_filings/MEG_2020-07-23.txt,data/raw/s1_filings/MEG_2020-07-23_risk_factors.txt,data/raw/s1_filings/MEG_2020-07-23_mda.txt
JAMF,cik_not_found,,,,
PSAC,cik_not_found,,,,
PSTH,cik_not_found,,,,
ALXO,cached,,data/raw/s1_filings/ALXO_2020-07-17.txt,data/raw/s1_filings/ALXO_2020-07-17_risk_factors.txt,data/raw/s1_filings/ALXO_2020-07-17_mda.txt
CELL,cik_not_found,,,,
DFHT,cik_not_found,,,,
PAND,cik_not_found,,,,
RNLX,cik_not_found,,,,
RLAY,cached,,data/raw/s1_filings/RLAY_2020-07-16.txt,data/raw/s1_filings/RLAY_2020-07-16_risk_factors.txt,data/raw/s1_filings/RLAY_2020-07-16_mda.txt
TIG,cik_not_found,,,,
DEH,cik_not_found,,,,
GOCO,cached,,data/raw/s1_filings/GOCO_2020-07-15.txt,data/raw/s1_filings/GOCO_2020-07-15_risk_factors.txt,data/raw/s1_filings/GOCO_2020-07-15_mda.txt
HPX,cik_not_found,,,,
MLAC,no_filing,0002029492,,,
AACQ,cik_not_found,,,,
NCNO,no_filing,0001902733,,,
PTK,cik_not_found,,,,
IVA,cached,,data/raw/s1_filings/IVA_2020-07-10.txt,data/raw/s1_filings/IVA_2020-07-10_risk_factors.txt,data/raw/s1_filings/IVA_2020-07-10_mda.txt
NKTX,cached,,data/raw/s1_filings/NKTX_2020-07-10.txt,data/raw/s1_filings/NKTX_2020-07-10_risk_factors.txt,data/raw/s1_filings/NKTX_2020-07-10_mda.txt
PSTX,cik_not_found,,,,
QH,cik_not_found,,,,
BLCT,cik_not_found,,,,
RACA,cik_not_found,,,,
TXAC,cik_not_found,,,,
ACCD,cik_not_found,,,,
CPSR,cik_not_found,,,,
LMND,cached,,data/raw/s1_filings/LMND_2020-07-02.txt,data/raw/s1_filings/LMND_2020-07-02_risk_factors.txt,data/raw/s1_filings/LMND_2020-07-02_mda.txt
DNB,cik_not_found,,,,
PANA,cik_not_found,,,,
ADTX,cached,,data/raw/s1_filings/ADTX_2020-06-30.txt,data/raw/s1_filings/ADTX_2020-06-30_risk_factors.txt,data/raw/s1_filings/ADTX_2020-06-30_mda.txt
GSAH,cik_not_found,,,,
ACI,cached,,data/raw/s1_filings/ACI_2020-06-26.txt,data/raw/s1_filings/ACI_2020-06-26_risk_factors.txt,data/raw/s1_filings/ACI_2020-06-26_mda.txt
AKUS,cik_not_found,,,,
API,cached,,data/raw/s1_filings/API_2020-06-26.txt,data/raw/s1_filings/API_2020-06-26_risk_factors.txt,data/raw/s1_filings/API_2020-06-26_mda.txt
EBON,cached,,data/raw/s1_filings/EBON_2020-06-26.txt,data/raw/s1_filings/EBON_2020-06-26_risk_factors.txt,data/raw/s1_filings/EBON_2020-06-26_mda.txt
FUSE,no_filing,0002033383,,,
FUSN,cik_not_found,,,,
KCAC,cik_not_found,,,,
PYPD,cached,,data/raw/s1_filings/PYPD_2020-06-26.txt,data/raw/s1_filings/PYPD_2020-06-26_risk_factors.txt,data/raw/s1_filings/PYPD_2020-06-26_mda.txt
BRLI,cik_not_found,,,,
BIOR,cik_not_found,,,,
FMTX,cik_not_found,,,,
GTH,cik_not_found,,,,
IMG,cik_not_found,,,,
NUZE,cik_not_found,,,,
RPTX,cik_not_found,,,,
TREB,cik_not_found,,,,
RPRX,cached,,data/raw/s1_filings/RPRX_2020-06-16.txt,data/raw/s1_filings/RPRX_2020-06-16_risk_factors.txt,data/raw/s1_filings/RPRX_2020-06-16_mda.txt
AZEK,cik_not_found,,,,
BNR,no_filing,0001792267,,,
GBIO,cik_not_found,,,,
PCVX,cached,,data/raw/s1_filings/PCVX_2020-06-12.txt,data/raw/s1_filings/PCVX_2020-06-12_risk_factors.txt,data/raw/s1_filings/PCVX_2020-06-12_mda.txt
RNA,no_filing,0002093101,,,
LTRN,cached,,data/raw/s1_filings/LTRN_2020-06-11.txt,data/raw/s1_filings/LTRN_2020-06-11_risk_factors.txt,data/raw/s1_filings/LTRN_2020-06-11_mda.txt
UCL,no_filing,0001775898,,,
VRM,cached,,data/raw/s1_filings/VRM_2020-06-09.txt,data/raw/s1_filings/VRM_2020-06-09_risk_factors.txt,data/raw/s1_filings/VRM_2020-06-09_mda.txt
AMTI,cik_not_found,,,,
ARYB,cik_not_found,,,,
CALT,cik_not_found,,,,
DADA,cik_not_found,,,,
FOUR,cached,,data/raw/s1_filings/FOUR_2020-06-05.txt,data/raw/s1_filings/FOUR_2020-06-05_risk_factors.txt,data/raw/s1_filings/FOUR_2020-06-05_mda.txt
LEGN,no_filing,0001801198,,,
MCAC,cik_not_found,,,,
ZI,cik_not_found,,,,
PLRX,cached,,data/raw/s1_filings/PLRX_2020-06-03.txt,data/raw/s1_filings/PLRX_2020-06-03_risk_factors.txt,data/raw/s1_filings/PLRX_2020-06-03_mda.txt
WMG,cached,,data/raw/s1_filings/WMG_2020-06-03.txt,data/raw/s1_filings/WMG_2020-06-03_risk_factors.txt,data/raw/s1_filings/WMG_2020-06-03_mda.txt
WPF,cik_not_found,,,,
NARI,cik_not_found,,,,
LGVW,cik_not_found,,,,
SLQT,cached,,data/raw/s1_filings/SLQT_2020-05-21.txt,data/raw/s1_filings/SLQT_2020-05-21_risk_factors.txt,data/raw/s1_filings/SLQT_2020-05-21_mda.txt
BMRG,cik_not_found,,,,
ADCT,no_filing,0001771910,,,
NOVS,cik_not_found,,,,
GIK,cik_not_found,,,,
JWS,cik_not_found,,,,
AYLA,cik_not_found,,,,
CLEU,cik_not_found,,,,
KC,no_filing,0001795589,,,
LOAK,cik_not_found,,,,
SOAC,cik_not_found,,,,
GAN,cik_not_found,,,,
ROCH,cik_not_found,,,,
CGRO,cik_not_found,,,,
LYRA,cached,,data/raw/s1_filings/LYRA_2020-05-01.txt,data/raw/s1_filings/LYRA_2020-05-01_risk_factors.txt,data/raw/s1_filings/LYRA_2020-05-01_mda.txt
FVAC,cik_not_found,,,,
IPOB,cik_not_found,,,,
CHAQ,cik_not_found,,,,
ORIC,cached,,data/raw/s1_filings/ORIC_2020-04-24.txt,data/raw/s1_filings/ORIC_2020-04-24_risk_factors.txt,data/raw/s1_filings/ORIC_2020-04-24_mda.txt
PCPL,cik_not_found,,,,
IPOC,cik_not_found,,,,
KROS,cached,,data/raw/s1_filings/KROS_2020-04-08.txt,data/raw/s1_filings/KROS_2020-04-08_risk_factors.txt,data/raw/s1_filings/KROS_2020-04-08_mda.txt
ZNTL,cached,,data/raw/s1_filings/ZNTL_2020-04-03.txt,data/raw/s1_filings/ZNTL_2020-04-03_risk_factors.txt,data/raw/s1_filings/ZNTL_2020-04-03_mda.txt
WIMI,no_filing,0001770088,,,
ELVN,cached,,data/raw/s1_filings/ELVN_2020-03-12.txt,data/raw/s1_filings/ELVN_2020-03-12_risk_factors.txt,data/raw/s1_filings/ELVN_2020-03-12_mda.txt
DFPH,cached,,data/raw/s1_filings/DFPH_2020-03-11.txt,data/raw/s1_filings/DFPH_2020-03-11_risk_factors.txt,data/raw/s1_filings/DFPH_2020-03-11_mda.txt
FEAC,cik_not_found,,,,
LSAC,cik_not_found,,,,
GFL,no_filing,0001780232,,,
PASG,cached,,data/raw/s1_filings/PASG_2020-02-28.txt,data/raw/s1_filings/PASG_2020-02-28_risk_factors.txt,data/raw/s1_filings/PASG_2020-02-28_mda.txt
ZCMD,no_filing,0001785566,,,
DMYT,cik_not_found,,,,
ESSC,cik_not_found,,,,
CCXX,cik_not_found,,,,
NBAC,cik_not_found,,,,
RVMD,cached,,data/raw/s1_filings/RVMD_2020-02-13.txt,data/raw/s1_filings/RVMD_2020-02-13_risk_factors.txt,data/raw/s1_filings/RVMD_2020-02-13_mda.txt
SCNX,cached,,data/raw/s1_filings/SCNX_2020-02-13.txt,data/raw/s1_filings/SCNX_2020-02-13_risk_factors.txt,data/raw/s1_filings/SCNX_2020-02-13_mda.txt
SDOT,cached,,data/raw/s1_filings/SDOT_2020-02-13.txt,data/raw/s1_filings/SDOT_2020-02-13_risk_factors.txt,data/raw/s1_filings/SDOT_2020-02-13_mda.txt
ZGYH,cik_not_found,,,,
HUIZ,no_filing,0001778982,,,
CCAC,cik_not_found,,,,
NREF,no_filing,0001786248,,,
ONEW,cached,,data/raw/s1_filings/ONEW_2020-02-07.txt,data/raw/s1_filings/ONEW_2020-02-07_risk_factors.txt,data/raw/s1_filings/ONEW_2020-02-07_mda.txt
PFHD,cik_not_found,,,,
BEAM,cached,,data/raw/s1_filings/BEAM_2020-02-06.txt,data/raw/s1_filings/BEAM_2020-02-06_risk_factors.txt,data/raw/s1_filings/BEAM_2020-02-06_mda.txt
CSPR,cik_not_found,,,,
PPD,cik_not_found,,,,
SDGR,cached,,data/raw/s1_filings/SDGR_2020-02-06.txt,data/raw/s1_filings/SDGR_2020-02-06_risk_factors.txt,data/raw/s1_filings/SDGR_2020-02-06_mda.txt
ARQT,cached,,data/raw/s1_filings/ARQT_2020-01-31.txt,data/raw/s1_filings/ARQT_2020-01-31_risk_factors.txt,data/raw/s1_filings/ARQT_2020-01-31_mda.txt
ONEM,cik_not_found,,,,
REYN,cached,,data/raw/s1_filings/REYN_2020-01-31.txt,data/raw/s1_filings/REYN_2020-01-31_risk_factors.txt,data/raw/s1_filings/REYN_2020-01-31_mda.txt
BDTX,cached,,data/raw/s1_filings/BDTX_2020-01-30.txt,data/raw/s1_filings/BDTX_2020-01-30_risk_factors.txt,data/raw/s1_filings/BDTX_2020-01-30_mda.txt
FRES,cik_not_found,,,,
ANVS,cached,,data/raw/s1_filings/ANVS_2020-01-29.txt,data/raw/s1_filings/ANVS_2020-01-29_risk_factors.txt,data/raw/s1_filings/ANVS_2020-01-29_mda.txt
GHIV,cik_not_found,,,,
SCVX,cik_not_found,,,,
